iter	MultiClass
698	0.4924437383
699	0.4920600153
700	0.4916182587
701	0.491297992
702	0.4909710874
703	0.490857178
704	0.4904728674
705	0.4903218273
706	0.490218889
707	0.4900568272
708	0.4896964963
709	0.4893073457
710	0.4888976663
711	0.4885775963
712	0.4881656291
713	0.4880180755
714	0.4876505205
715	0.4872496811
716	0.4867953905
717	0.4866764143
718	0.4862646538
719	0.4861026707
720	0.4857253003
721	0.485444454
722	0.4850549232
723	0.4848192775
724	0.4847318597
725	0.4845105517
726	0.4841389182
727	0.4839961235
728	0.4835516124
729	0.4833638307
730	0.4832500893
731	0.4827748786
732	0.4823812482
733	0.4820758053
734	0.4817700057
735	0.4815903193
736	0.4815324819
737	0.4808981818
738	0.4807097523
739	0.4804951697
740	0.4803039793
741	0.4799916299
742	0.4797177003
743	0.4794917331
744	0.4790931597
745	0.4788068039
746	0.4785606058
747	0.4781931399
748	0.47783274
749	0.4774947562
750	0.4773312799
751	0.4769707117
752	0.4767188134
753	0.476477062
754	0.4763066432
755	0.4758542969
756	0.4754646019
757	0.4753010668
758	0.4752201676
759	0.4749262415
760	0.4747891237
761	0.4742950832
762	0.4741471527
763	0.4736552054
764	0.4735177811
765	0.4731188069
766	0.4727874186
767	0.4724788131
768	0.4721316147
769	0.4720048355
770	0.4719559487
771	0.4716726721
772	0.4714294299
773	0.4710867321
774	0.4707863005
775	0.4704510293
776	0.4700415953
777	0.4699007701
778	0.4696527409
779	0.4694317291
780	0.4690922234
781	0.4688285098
782	0.4686872893
783	0.468431935
784	0.4681828702
785	0.468044354
786	0.4678619602
787	0.4675885878
788	0.4673899331
789	0.467341314
790	0.4669929561
791	0.4668737725
792	0.4666455525
793	0.4662851448
794	0.4660802228
795	0.4659489282
796	0.465740612
797	0.465396875
798	0.4651940932
799	0.4649259907
800	0.4646627346
801	0.4645803346
802	0.4642405964
803	0.4641223801
804	0.4638937902
805	0.4635942971
806	0.4634912196
807	0.4631930829
808	0.4628158282
809	0.462460754
810	0.4619428848
811	0.4616682297
812	0.4614410794
813	0.4612423288
814	0.4609977746
815	0.4607349845
816	0.4606464031
817	0.4604708218
818	0.4603112402
819	0.4600977724
820	0.4598047709
821	0.4595357079
822	0.4590427687
823	0.4586259619
824	0.4582756494
825	0.4580678513
826	0.4577151679
827	0.4575350661
828	0.4571307181
829	0.4570202419
830	0.456749232
831	0.4565056538
832	0.4563212351
833	0.4559383159
834	0.4556905436
835	0.4554181879
836	0.4552414979
837	0.4550156409
838	0.454747252
839	0.4543130787
840	0.4539717231
841	0.4537652087
842	0.4535905632
843	0.4531198743
844	0.4529060183
845	0.4525812559
846	0.4525116507
847	0.4522817395
848	0.4520639536
849	0.4517522674
850	0.4514722974
851	0.4513023213
852	0.451084045
853	0.450930865
854	0.4504589573
855	0.4500092582
856	0.4498329143
857	0.4496636363
858	0.4495880587
859	0.4494401068
860	0.4492733238
861	0.4489098554
862	0.4488680195
863	0.448619055
864	0.448308146
865	0.4481412724
866	0.4480155231
867	0.447797458
868	0.4475785765
869	0.4473053983
870	0.4470710652
871	0.4468352142
872	0.4464969748
873	0.4461231099
874	0.4458565599
875	0.4457486199
876	0.4453759576
877	0.4450487147
878	0.4448502525
879	0.4447512456
880	0.4445087382
881	0.4443495977
882	0.4442014257
883	0.4439664497
884	0.4435576225
885	0.443437516
886	0.4432477822
887	0.4429637581
888	0.4427905399
889	0.442471857
890	0.4422754462
891	0.4418927721
892	0.4416522104
893	0.4411441339
894	0.4410327125
895	0.440826072
896	0.4406392896
897	0.4404159996
898	0.44011562
899	0.4399173536
900	0.439763815
901	0.4394677173
902	0.4390608921
903	0.4389226506
904	0.4386651663
905	0.4385873673
906	0.4384013595
907	0.4380900354
908	0.4378033486
909	0.4374111417
910	0.4371374203
911	0.4368771996
912	0.4366871337
913	0.4366061901
914	0.4361478443
915	0.4356380745
916	0.4352740509
917	0.4348105944
918	0.4347618168
919	0.4345469282
920	0.434354264
921	0.4341166297
922	0.4338168437
923	0.4336513841
924	0.4335330076
925	0.4332525325
926	0.4331523429
927	0.433029899
928	0.4328849185
929	0.4327439804
930	0.4326645691
931	0.4324826957
932	0.431793043
933	0.4314990304
934	0.4314050539
935	0.4311797031
936	0.431056316
937	0.4306950023
938	0.4302287739
939	0.4301072391
940	0.4299325857
941	0.4295139402
942	0.4292558148
943	0.428977116
944	0.4287110566
945	0.4286299745
946	0.4282688193
947	0.4281007971
948	0.4278590341
949	0.4276804057
950	0.4275078506
951	0.4274217046
952	0.4272486521
953	0.4269551149
954	0.426896671
955	0.4267783269
956	0.4265854779
957	0.4263428441
958	0.426155282
959	0.4258616594
960	0.4256587795
961	0.425284494
962	0.4250259274
963	0.4247665845
964	0.4243504366
965	0.4242543662
966	0.4239609955
967	0.4237074346
968	0.4234319058
969	0.4231486718
970	0.4225491368
971	0.4223675193
972	0.4221817033
973	0.4220975307
974	0.4216327504
975	0.421324783
976	0.4210039831
977	0.4208092745
978	0.4206044332
979	0.4204888981
980	0.420242123
981	0.4199090304
982	0.4198338899
983	0.419725903
984	0.4196467223
985	0.4195130961
986	0.4194102422
987	0.4192194485
988	0.4190346887
989	0.4187444783
990	0.4185430748
991	0.4183359557
992	0.4182404131
993	0.4179995902
994	0.4178249294
995	0.4177223336
996	0.4174306266
997	0.4172806498
998	0.4170925188
999	0.4170391056
