UNIT,TAILS,KG,SALES PER KG,ABW,CHICKEN SIZE,PROVINCE,YEAR,MONTH,DAY,SupplyProvince,DemandProvince,Holiday
GUNUNG KENCANA,3534,5319.6,17550.0,1.505263158,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
SUKABUMI,1890,2828.2,17550.0,1.496402116,SMALL,JAWA BARAT,20,12,19,60416057,49183167,0
SUBANG(P),3048,5807.6,17150.0,1.905380577,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
SINGOSARI,1451,2863.0,20500.0,1.973121985,MEDIUM,JAWA TIMUR,20,12,19,34127608,41659958,0
KUDUS,3827,8550.0,16850.0,2.234125947,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
MEDAN,3617,6811.7,23463.19127,1.883245784,MEDIUM,SULAWESI UTARA,20,12,19,388576,1507701,0
KISARAN,14981,26382.3,23748.20012,1.761050664,MEDIUM,SUMATERA UTARA,20,12,19,9633612,10643238,0
BANDA ACEH,18668,35113.56,22527.54805,1.880949218,MEDIUM,ACEH,20,12,19,2497825,3722591,0
BENGKULU,7880,14286.4,22806.42849,1.812994924,MEDIUM,BENGKULU,20,12,19,515788,1268329,0
JAMBI,16966,27953.2,22181.39175,1.647601085,MEDIUM,JAMBI,20,12,19,1884713,2973086,0
LUBUKLINGGAU,29420,58287.6,21005.47115,1.981223657,MEDIUM,SUMATERA SELATAN,20,12,19,5352615,6649465,0
MUARAENIM,23243,48626.9,20225.16035,2.092109452,LARGE,SUMATERA SELATAN,20,12,19,5352615,6649465,0
MUAROBUNGO,18688,39115.5,21869.99169,2.093081122,LARGE,JAMBI,20,12,19,1884713,2973086,0
PALEMBANG,10434,19831.9,20687.51809,1.900699636,MEDIUM,SUMATERA SELATAN,20,12,19,5352615,6649465,0
50 KOTA,12360,22115.6,22886.84006,1.789288026,MEDIUM,SUMATERA BARAT,20,12,19,3611351,5675854,0
BANGKINANG,22282,32036.6,23881.45122,1.437779373,SMALL,RIAU,20,12,19,10086788,6922400,0
PADANG,15694,29212.4,22540.64028,1.861373773,MEDIUM,SUMATERA BARAT,20,12,19,3611351,5675854,0
PARIAMAN,11713,21730.0,22229.10262,1.85520362,MEDIUM,SUMATERA BARAT,20,12,19,3611351,5675854,0
PAYAKUMBUH,14007,24105.95,22893.88512,1.720993075,MEDIUM,SUMATERA BARAT,20,12,19,3611351,5675854,0
PEKANBARU,29744,45232.4,23989.59927,1.520723507,MEDIUM,RIAU,20,12,19,10086788,6922400,0
PELALAWAN,15198,24512.0,23391.95496,1.612843795,MEDIUM,RIAU,20,12,19,10086788,6922400,0
RENGAT,8514,13925.8,23565.59767,1.635635424,MEDIUM,RIAU,20,12,19,10086788,6922400,0
SIJUNJUNG,16325,29540.6,21591.03742,1.809531394,MEDIUM,SUMATERA BARAT,20,12,19,3611351,5675854,0
TULANG BAWANG,14531,26932.2,20462.82071,1.853430597,MEDIUM,LAMPUNG,20,12,19,5023552,5320965,0
PROBOLINGGO,6625,13950.0,20871.68459,2.105660377,LARGE,JAWA TIMUR,20,12,19,34127608,41659958,0
PRINGSEWU,28161,60151.0,19749.32919,2.135968183,LARGE,LAMPUNG,20,12,19,5023552,5320965,0
JEMBER,9078,17722.0,20568.77723,1.952192113,MEDIUM,JAWA TIMUR,20,12,19,34127608,41659958,0
BULUKUMBA,1000,1578.1,18750.0,1.5781,MEDIUM,SUMATERA SELATAN,20,12,19,5352615,6649465,0
SINJAI,3000,4921.88,18750.0,1.640626667,MEDIUM,SULAWESI SELATAN,20,12,19,5063848,5617440,0
BANDAR LAMPUNG,9174,15528.8,17550.0,1.692696752,MEDIUM,LAMPUNG,20,12,19,5023552,5320965,0
PRINGSEWU,3072,6894.6,17550.0,2.244335938,LARGE,LAMPUNG,20,12,19,5023552,5320965,0
TANJUNG BINTANG,2000,2121.0,17950.0,1.0605,SMALL,LAMPUNG,20,12,19,5023552,5320965,0
BADUNG,3909,5944.5,25000.0,1.520721412,MEDIUM,BALI,20,12,19,4759588,4868827,0
PELAIHARI,3400,5420.2,18200.0,1.594176471,MEDIUM,KALIMANTAN SELATAN,20,12,19,4921263,4053944,0
DENPASAR,5765,8582.0,25000.0,1.488638335,SMALL,BALI,20,12,19,4759588,4868827,0
KARANGASEM,5415,9675.5,25000.0,1.786795937,MEDIUM,BALI,20,12,19,4759588,4868827,0
KEDIRI BALI,7403,12605.75,25000.0,1.70278941,MEDIUM,BALI,20,12,19,4759588,4868827,0
LOMBOK,5723,9776.0,23914.07529,1.708195003,MEDIUM,NUSA TENGGARA BARAT,20,12,19,2334467,3432484,0
NEGARA,3515,4867.0,25000.0,1.384637269,SMALL,BALI,20,12,19,4759588,4868827,0
SINGARAJA,5111,10425.75,25000.0,2.039864997,LARGE,BALI,20,12,19,4759588,4868827,0
TABANAN,6170,9759.5,25000.0,1.581766613,MEDIUM,BALI,20,12,19,4759588,4868827,0
GIANYAR,9085,14395.5,25000.0,1.584534948,MEDIUM,BALI,20,12,19,4759588,4868827,0
GUNUNG KENCANA,23459,40580.2,19573.83897,1.729835031,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
BANJARMASIN,5320,8122.7,18318.78316,1.526823308,MEDIUM,KALIMANTAN SELATAN,20,12,19,4921263,4053944,0
WONOGIRI,2848,4120.0,16850.0,1.446629213,SMALL,JAWA TENGAH,20,12,19,53800269,30306463,0
MALANG,21289,41783.6,19702.09436,1.962684955,MEDIUM,JAWA TIMUR,20,12,19,34127608,41659958,0
SERANG,2560,3084.8,17550.0,1.205,SMALL,BANTEN,20,12,19,15197009,12722524,0
TANGERANG,9600,15256.2,17150.0,1.5891875,MEDIUM,BANTEN,20,12,19,15197009,12722524,0
KLATEN,1792,2838.4,16850.0,1.583928571,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
KULONPROGO,5625,8694.0,16850.0,1.5456,MEDIUM,DI YOGYAKARTA,20,12,19,3909660,5979321,0
MAGELANG,3776,5404.6,16850.0,1.431302966,SMALL,JAWA TENGAH,20,12,19,53800269,30306463,0
BANJARBARU,5620,8172.5,18315.90089,1.454181495,SMALL,KALIMANTAN SELATAN,20,12,19,4921263,4053944,0
SALATIGA,1664,2700.4,16850.0,1.622836538,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
PEKALONGAN,1792,2870.5,16850.0,1.601841518,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
DEMAK,6226,8213.6,16986.77803,1.319241889,SMALL,JAWA TENGAH,20,12,19,53800269,30306463,0
KUDUS,1253,2850.0,16850.0,2.274541101,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
UNGARAN,12672,19979.6,16850.0,1.57667298,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
SOLO,3840,5680.4,16850.0,1.479270833,SMALL,JAWA TENGAH,20,12,19,53800269,30306463,0
SRAGEN,1664,2763.4,16850.0,1.660697115,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
YOGYAKARTA,16242,22592.4,16850.0,1.390986332,SMALL,DI YOGYAKARTA,20,12,19,3909660,5979321,0
PANDEGLANG,10892,19201.7,19916.17982,1.762917738,MEDIUM,BANTEN,20,12,19,15197009,12722524,0
SUBANG(P),1920,3228.5,17050.0,1.681510417,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
SUKABUMI,9220,15496.5,20039.0443,1.680748373,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
PURWOKERTO,19466,38546.5,18648.24303,1.98019624,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
TEGAL,14388,26183.0,18716.74369,1.819780373,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
BLORA,8754,18962.0,18586.78409,2.166095499,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
DEMAK,16397,39360.5,18435.08467,2.400469598,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
KUDUS,25394,40179.2,18647.1657,1.582232023,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
SEMARANG,15388,30160.8,18512.43336,1.960020795,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
PURBALINGGA,17684,31008.5,18481.35995,1.75347772,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
UNGARAN,4430,8583.4,18082.41489,1.937562077,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
SOLO,13706,30943.6,18500.0,2.257668175,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
SRAGEN,11433,19905.3,18360.83405,1.741039097,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
WONOGIRI,12949,29569.7,18478.1452,2.283550853,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
BANYUWANGI,7577,14765.5,20729.83983,1.948726409,MEDIUM,JAWA TIMUR,20,12,19,34127608,41659958,0
SERANG,20469,28831.6,19786.60359,1.408549514,SMALL,BANTEN,20,12,19,15197009,12722524,0
BLITAR,4467,9112.0,20994.51273,2.039847773,LARGE,JAWA TIMUR,20,12,19,34127608,41659958,0
MADIUN,10261,19292.0,19269.19448,1.880128642,MEDIUM,JAWA TIMUR,20,12,19,34127608,41659958,0
PEKALONGAN,17159,33789.0,18454.12708,1.969170698,MEDIUM,JAWA TENGAH,20,12,19,53800269,30306463,0
PONOROGO,16440,34424.5,19263.02052,2.093947689,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
SUBANG(P),33059,55855.3,19427.14836,1.689564113,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
KLATEN,13887,29834.0,18762.88664,2.148340174,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
BREBES,23259,32993.5,19067.29356,1.418526162,SMALL,JAWA TENGAH,20,12,19,53800269,30306463,0
MAGELANG,14156,34782.7,18730.37401,2.457099463,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
SALATIGA,32092,68962.2,18446.53158,2.148890689,LARGE,JAWA TENGAH,20,12,19,53800269,30306463,0
KULONPROGO,3446,7613.0,18500.0,2.209228091,LARGE,DI YOGYAKARTA,20,12,19,3909660,5979321,0
BOGOR,12804,22320.4,19751.50535,1.743236489,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
PARUNG,11483,16462.0,20109.96234,1.433597492,SMALL,JAWA BARAT,20,12,19,60416057,49183167,0
PURWAKARTA,985,2000.0,18500.0,2.030456853,LARGE,JAWA BARAT,20,12,19,60416057,49183167,0
YOGYAKARTA,15752,24958.0,19149.12653,1.584433723,MEDIUM,DI YOGYAKARTA,20,12,19,3909660,5979321,0
BANDUNG,19253,38003.6,18762.52513,1.973905365,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
CIANJUR,6693,11451.4,18933.03369,1.710951741,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
GARUT,11305,13599.4,20204.3399,1.202954445,SMALL,JAWA BARAT,20,12,19,60416057,49183167,0
TASIKMALAYA,5068,8580.6,19182.53735,1.693093923,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
CIREBON,12028,27986.0,18170.62102,2.326737612,LARGE,JAWA BARAT,20,12,19,60416057,49183167,0
MAJALENGKA,23459,43433.5,18517.61774,1.851464257,MEDIUM,JAWA BARAT,20,12,19,60416057,49183167,0
INDRAMAYU,19815,29391.3,19065.29994,1.48328539,SMALL,JAWA BARAT,20,12,19,60416057,49183167,0
MAKASAR,8215,17255.1,17451.11938,2.100438223,LARGE,SULAWESI SELATAN,20,12,20,5063848,5617440,1
MANADO,4145,8712.6,23842.60152,2.101954162,LARGE,SULAWESI UTARA,20,12,20,388576,1507701,1
MAROS,9190,19394.0,17562.18934,2.110337323,LARGE,SULAWESI SELATAN,20,12,20,5063848,5617440,1
PALOPO,17490,39401.1,20274.22331,2.252778731,LARGE,SULAWESI SELATAN,20,12,20,5063848,5617440,1
PARE-PARE(SIDRAP),14485,33773.2,18747.04351,2.331598205,LARGE,SULAWESI SELATAN,20,12,20,5063848,5617440,1
BANYUASIN,905,2035.8,20500.0,2.249502762,LARGE,SUMATERA SELATAN,20,12,20,5352615,6649465,1
SENGKANG,6605,14589.2,19075.93631,2.208811506,LARGE,SULAWESI SELATAN,20,12,20,5063848,5617440,1
SINJAI,8724,23173.6,16742.46556,2.656304448,LARGE,SULAWESI SELATAN,20,12,20,5063848,5617440,1
BANDAR LAMPUNG,1315,1494.6,24255.85441,1.136577947,SMALL,LAMPUNG,20,12,20,5023552,5320965,1
PALU,1200,1453.3,25000.0,1.211083333,SMALL,SULAWESI TENGAH,20,12,20,257767,1208606,1
KENDARI,3470,6099.5,24655.74227,1.75778098,MEDIUM,SULAWESI TENGGARA,20,12,20,102042,813156,1
PONTIANAK,15187,24948.68,22946.51982,1.642765523,MEDIUM,KALIMANTAN BARAT,20,12,20,4416272,3537708,1
GORONTALO,800,1714.2,24000.0,2.14275,LARGE,GORONTALO,20,12,20,100675,493977,1
BULUKUMBA,9770,24338.6,17261.453,2.491156602,LARGE,SUMATERA SELATAN,20,12,20,5352615,6649465,1
BONE,2250,5059.0,19000.0,2.248444444,LARGE,SUMATERA SELATAN,20,12,20,5352615,6649465,1
TANJUNG,13035,23999.7,18403.08296,1.841173763,MEDIUM,KALIMANTAN SELATAN,20,12,20,4921263,4053944,1
SAMARINDA,2445,5882.0,19539.90989,2.405725971,LARGE,KALIMANTAN TIMUR,20,12,20,2782381,5094241,1
PENAJAM PASER UTARA,17295,31991.2,19147.85629,1.849736918,MEDIUM,KALIMANTAN TIMUR,20,12,20,2782381,5094241,1
PELAIHARI,8504,19865.3,18458.54581,2.335994826,LARGE,KALIMANTAN SELATAN,20,12,20,4921263,4053944,1
PALANGKARAYA,7350,15394.3,18488.74583,2.094462585,LARGE,KALIMANTAN TENGAH,20,12,20,1775362,3334552,1
BARABAI,11354,22292.2,18528.76342,1.963378545,MEDIUM,KALIMANTAN SELATAN,20,12,20,4921263,4053944,1
JAMBI,9697,16811.0,22274.50479,1.733628957,MEDIUM,JAMBI,20,12,20,1884713,2973086,1
BANJARMASIN,13939,23392.5,18668.30416,1.678205036,MEDIUM,KALIMANTAN SELATAN,20,12,20,4921263,4053944,1
GOWA,11010,22019.6,17959.63823,1.999963669,MEDIUM,SULAWESI SELATAN,20,12,20,5063848,5617440,1
MUAROBUNGO,18964,41794.2,20897.08811,2.203870491,LARGE,JAMBI,20,12,20,1884713,2973086,1
PURWOKERTO,1330,2850.0,16850.0,2.142857143,LARGE,JAWA TENGAH,20,12,20,53800269,30306463,1
50 KOTA,5012,10143.8,22665.18464,2.023902634,LARGE,SUMATERA BARAT,20,12,20,3611351,5675854,1
BANJARBARU,9939,17177.4,18499.90394,1.728282523,MEDIUM,KALIMANTAN SELATAN,20,12,20,4921263,4053944,1
PARUNG,3810,6333.8,17150.0,1.662414698,MEDIUM,JAWA BARAT,20,12,20,60416057,49183167,1
SUKABUMI,1920,2859.2,17550.0,1.489166667,SMALL,JAWA BARAT,20,12,20,60416057,49183167,1
TULUNGAGUNG,1567,2932.2,16649.99966,1.87121889,MEDIUM,JAWA TIMUR,20,12,20,34127608,41659958,1
KEDIRI,2819,6078.0,16650.0,2.156083718,LARGE,JAWA TIMUR,20,12,20,34127608,41659958,1
BOJONEGORO,1680,3000.2,16649.99967,1.785833333,MEDIUM,JAWA TIMUR,20,12,20,34127608,41659958,1
PROBOLINGGO,1580,2843.0,7579.994724,1.799367089,MEDIUM,JAWA TIMUR,20,12,20,34127608,41659958,1
MALANG,1626,3186.9,16650.0,1.9599631,MEDIUM,JAWA TIMUR,20,12,20,34127608,41659958,1
WONOGIRI,3988,8550.0,16850.0,2.143931795,LARGE,JAWA TENGAH,20,12,20,53800269,30306463,1
SRAGEN,1359,2850.0,16850.0,2.097130243,LARGE,JAWA TENGAH,20,12,20,53800269,30306463,1
MADIUN,1568,3168.0,16650.0,2.020408163,LARGE,JAWA TIMUR,20,12,20,34127608,41659958,1
YOGYAKARTA,2732,5700.4,16850.0,2.086530015,LARGE,DI YOGYAKARTA,20,12,20,3909660,5979321,1
KLATEN,2451,5700.0,16850.0,2.325581395,LARGE,JAWA TENGAH,20,12,20,53800269,30306463,1
TEBING TINGGI,6903,12146.3,23440.53086,1.759568304,MEDIUM,SUMATERA UTARA,20,12,20,9633612,10643238,1
RANTAU PRAPAT,9819,17133.2,23138.08279,1.74490274,MEDIUM,SUMATERA UTARA,20,12,20,9633612,10643238,1
PEMATANG SIANTAR,8516,15363.2,23820.82118,1.804039455,MEDIUM,SUMATERA UTARA,20,12,20,9633612,10643238,1
MEDAN,2202,3465.5,23443.71375,1.573796549,MEDIUM,SULAWESI UTARA,20,12,20,388576,1507701,1
KISARAN,9641,17529.0,23747.1744,1.818172389,MEDIUM,SUMATERA UTARA,20,12,20,9633612,10643238,1
BINJAI,10384,17253.1,23624.72773,1.661508089,MEDIUM,SUMATERA UTARA,20,12,20,9633612,10643238,1
BANDA ACEH,12932,23313.26,22423.33161,1.802757501,MEDIUM,ACEH,20,12,20,2497825,3722591,1
SIJUNJUNG,1350,2289.4,21851.62051,1.695851852,MEDIUM,SUMATERA BARAT,20,12,20,3611351,5675854,1
